SageRef,Rep,Country,Postcode,Latitude,Longitude,Customer,Label,County,Brand,ProductCode,Quantity,Turnover,CostPriceAverage,Profit,Currency,Date,FinancialYear
MKS001,Danielle Campbell,United Kingdom,AL7 1TS,51.8,-0.19,MK Sound and Vision Ltd,Current Customer,Hertfordshire,Elan,ELA-NVR-1TB,1,537.78,416.14,121.64,GBP,04/04/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Elan,ELA-IP-ODV2-WH,1,226.15,204.62,21.53,GBP,04/04/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Rako,RAK-RNC-070,6,588.00,70.00,168.00,GBP,04/04/2019, FY 2018/2019 
AGB001,Craig Dunlop,United Kingdom,WF4 3EX,53.65,-1.52,AGB Electrical Services Ltd,Current Customer,Yorkshire,Niles,NIL-CM-7FX,1,167.99,94.20,73.79,GBP,03/04/2019, FY 2018/2019 
AGB001,Craig Dunlop,United Kingdom,WF4 3EX,53.65,-1.52,AGB Electrical Services Ltd,Current Customer,Yorkshire,Niles,NIL-DS7-MP,3,301.74,56.40,132.54,GBP,03/04/2019, FY 2018/2019 
ALL001,Danielle Campbell,United Kingdom,BN3 7EU,50.84,-0.19,AllTrade Aerial & Satellite Limited,Current Customer,Sussex,Niles,NIL-CM-7HD,6,585.50,68.40,175.10,GBP,03/04/2019, FY 2018/2019 
ALL001,Danielle Campbell,United Kingdom,BN3 7EU,50.84,-0.19,AllTrade Aerial & Satellite Limited,Current Customer,Sussex,Niles,NIL-CM-7HD,8,780.67,68.40,233.47,GBP,03/04/2019, FY 2018/2019 
ALL001,Danielle Campbell,United Kingdom,BN3 7EU,50.84,-0.19,AllTrade Aerial & Satellite Limited,Current Customer,Sussex,Niles,NIL-CM-7SI,2,114.70,40.20,34.30,GBP,03/04/2019, FY 2018/2019 
AUT004,Dan Goudy,United Kingdom,BH17 7fj,50.74,-1.99,Automated AV Systems LTD,Current Customer,Dorset,Rako,RAK-RMT-500,1,87.50,62.50,25.00,GBP,03/04/2019, FY 2018/2019 
BAT001,Danielle Campbell,United Kingdom,BA1 4BE,51.4,-2.39,Bath Ci,Current Customer,Somerset,Sonos,SON-AMP,1,439.95,389.35,50.60,GBP,03/04/2019, FY 2018/2019 
BAT001,Danielle Campbell,United Kingdom,BA1 4BE,51.4,-2.39,Bath Ci,Current Customer,Somerset,Sonos,SON-ONE-B,2,274.74,121.57,31.60,GBP,03/04/2019, FY 2018/2019 
BAT001,Danielle Campbell,United Kingdom,BA1 4BE,51.4,-2.39,Bath Ci,Current Customer,Somerset,Sonos,SON-PLAY5-B,2,733.00,324.35,84.30,GBP,03/04/2019, FY 2018/2019 
BAT001,Danielle Campbell,United Kingdom,BA1 4BE,51.4,-2.39,Bath Ci,Current Customer,Somerset,Sonos,SON-PLAY5-W,2,733.00,324.35,84.30,GBP,03/04/2019, FY 2018/2019 
NIC002,Craig Dunlop,United Kingdom,WA16 8QJ,53.29,-2.37,Niche Audio Visual,Current Customer,Cheshire,Xantech,XAN-282D10P,4,353.68,34.94,213.91,GBP,03/04/2019, FY 2018/2019 
NIC002,Craig Dunlop,United Kingdom,WA16 8QJ,53.29,-2.37,Niche Audio Visual,Current Customer,Cheshire,Xantech,XAN-28DES,6,18.72,1.75,8.22,GBP,03/04/2019, FY 2018/2019 
PUR001,Craig Dunlop,United Kingdom,SG18 8BT,52.08,-0.26,Purple Planet IT,Current Customer,Hertfordshire,2N,2N-9155012,1,58.16,52.36,5.80,GBP,03/04/2019, FY 2018/2019 
PUR001,Craig Dunlop,United Kingdom,SG18 8BT,52.08,-0.26,Purple Planet IT,Current Customer,Hertfordshire,2N,2N-9155015,1,21.41,19.64,1.77,GBP,03/04/2019, FY 2018/2019 
RIV001,Dan Goudy,United Kingdom,TW1 2EB,51.46,-0.31,Riverside HiFi,Current Customer,Greater London,Niles,NIL-CM-7SI,2,143.38,40.20,62.98,GBP,03/04/2019, FY 2018/2019 
ALL001,Danielle Campbell,United Kingdom,BN3 7EU,50.84,-0.19,AllTrade Aerial & Satellite Limited,Current Customer,Sussex,Niles,NIL-CM-7SI,1,71.69,40.20,31.49,GBP,02/04/2019, FY 2018/2019 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Niles,NIL-SI-250-EXPORT,1,131.08,147.00,-15.92,GBP,02/04/2019, FY 2018/2019 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Niles,NIL-SI-250-EXPORT,1,262.15,147.00,115.15,GBP,02/04/2019, FY 2018/2019 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Sonos,SON-AMP,1,439.95,389.35,50.60,GBP,02/04/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Rako,RAK-RDA-800,15,1575.00,75.00,450.00,GBP,02/04/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Rako,RAK-RMT-500,1,87.50,62.50,25.00,GBP,02/04/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Rako,RAK-RNC-070,5,490.00,70.00,140.00,GBP,02/04/2019, FY 2018/2019 
AVI003,Craig Dunlop,United Kingdom,SL6 9NZ,51.56,-0.75,AVINU,Current Customer,Berkshire,Elan,ELA-G-GSC2,1,649.99,383.33,266.66,GBP,01/04/2019, FY 2018/2019 
AVI003,Craig Dunlop,United Kingdom,SL6 9NZ,51.56,-0.75,AVINU,Current Customer,Berkshire,Elan,ELA-G-S1616A240,1,1367.70,958.33,409.37,GBP,01/04/2019, FY 2018/2019 
AVI003,Craig Dunlop,United Kingdom,SL6 9NZ,51.56,-0.75,AVINU,Current Customer,Berkshire,Elan,ELA-SP-600-IC-6,8,1008.00,72.00,432.00,GBP,01/04/2019, FY 2018/2019 
AVI003,Craig Dunlop,United Kingdom,SL6 9NZ,51.56,-0.75,AVINU,Current Customer,Berkshire,Elan,ELA-SP-800-IW-8,3,535.50,102.00,229.50,GBP,01/04/2019, FY 2018/2019 
AVI003,Craig Dunlop,United Kingdom,SL6 9NZ,51.56,-0.75,AVINU,Current Customer,Berkshire,Morpheus,MOR-MAV-M,1,806.35,457.50,348.85,GBP,01/04/2019, FY 2018/2019 
AVI003,Craig Dunlop,United Kingdom,SL6 9NZ,51.56,-0.75,AVINU,Current Customer,Berkshire,Rako,RAK-RA-BRIDGE,1,138.60,99.00,39.60,GBP,01/04/2019, FY 2018/2019 
AVI003,Craig Dunlop,United Kingdom,SL6 9NZ,51.56,-0.75,AVINU,Current Customer,Berkshire,Rako,RAK-RLF-070-BN,4,120.40,21.50,34.40,GBP,01/04/2019, FY 2018/2019 
AVI003,Craig Dunlop,United Kingdom,SL6 9NZ,51.56,-0.75,AVINU,Current Customer,Berkshire,Rako,RAK-RMT-500,4,350.00,62.50,100.00,GBP,01/04/2019, FY 2018/2019 
AVI003,Craig Dunlop,United Kingdom,SL6 9NZ,51.56,-0.75,AVINU,Current Customer,Berkshire,Rako,RAK-RNC-070,4,392.00,70.00,112.00,GBP,01/04/2019, FY 2018/2019 
AVI003,Craig Dunlop,United Kingdom,SL6 9NZ,51.56,-0.75,AVINU,Current Customer,Berkshire,Sunfire,SUN-HRS8,1,357.11,267.00,90.11,GBP,01/04/2019, FY 2018/2019 
CMC01,Craig Dunlop,United Kingdom,BT22 1ND,54.39,-5.53,INit Intelligent Homes,Current Customer,Northern Ireland,Elan,ELA-G-GTP7-B,1,399.00,270.83,128.17,GBP,01/04/2019, FY 2018/2019 
MAC001,Dan Goudy,United Kingdom,SW6 2PY,51.47,-0.18,Macrohat AV Limited,Current Customer,Greater London,Sonos,SON-PLAYBAR,1,513.39,454.35,59.04,GBP,01/04/2019, FY 2018/2019 
QUB001,Dan Goudy,United Kingdom,JE2 4JN,49.2,2.1,Qube Integration,Current Customer,Jersey,Elan,ELA-FR-DUO,2,1357.98,474.99,408.00,GBP,01/04/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Rako,RAK-RDA-800,10,1050.00,75.00,300.00,GBP,01/04/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Rako,RAK-RMT-500,10,875.00,62.50,250.00,GBP,01/04/2019, FY 2018/2019 
THR001,Dan Goudy,United Kingdom,PO19 8RR,50.83,-0.76,Thru The Looking Glass AV Limited,Current Customer,Sussex,Rako,RAK-RNC-070,10,980.00,70.00,280.00,GBP,01/04/2019, FY 2018/2019 
AVC003,Dan Goudy,United Kingdom,HP5 3HB,51.71,-0.61,AV Custom Limited,Current Customer,Buckinghamshire,Krix,KRI-A20-W,4,1140.48,136.36,595.04,GBP,29/03/2019, FY 2018/2019 
AVC003,Dan Goudy,United Kingdom,HP5 3HB,51.71,-0.61,AV Custom Limited,Current Customer,Buckinghamshire,Krix,KRI-AAS-W,4,1029.00,123.03,536.88,GBP,29/03/2019, FY 2018/2019 
AVC003,Dan Goudy,United Kingdom,HP5 3HB,51.71,-0.61,AV Custom Limited,Current Customer,Buckinghamshire,Krix,KRI-SYM-W,3,1201.32,184.24,648.59,GBP,29/03/2019, FY 2018/2019 
AVC003,Dan Goudy,United Kingdom,HP5 3HB,51.71,-0.61,AV Custom Limited,Current Customer,Buckinghamshire,Krix,KRI-VL-BV-,2,2057.22,611.52,834.18,GBP,29/03/2019, FY 2018/2019 
BAR001,Craig Dunlop,United Kingdom,TQ7 3QH,50.3,-3.8,Barton Solutions,Previous Customer,Devon,Furman,FUR-AC-210A-E,2,309.12,86.67,135.78,GBP,29/03/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Elan,ELA-IP-ODV2-WH,1,226.15,204.62,21.53,GBP,29/03/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Elan,ELA-NVR-1TB,1,537.78,416.14,121.64,GBP,29/03/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Sonos,SON-AMP,1,437.85,389.35,48.50,GBP,29/03/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Sonos,SON-BEAM,1,305.69,270.99,34.70,GBP,29/03/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Sonos,SON-BEAM-WHITE,2,612.42,270.99,70.44,GBP,29/03/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Sonos,SON-PLA-WM,1,28.64,25.35,3.29,GBP,29/03/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Sonos,SON-PLAYBAR,1,513.39,454.35,59.04,GBP,29/03/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Sonos,SON-SUB,1,530.72,454.35,76.37,GBP,29/03/2019, FY 2018/2019 
DJC001,Kris Stevenson,United Kingdom,HP20 1NR,51.82,-0.79,DJC Electrical Contractors Ltd,Current Customer,Buckinghamshire,Elan,ELA-G-GHR30,1,357.00,291.00,66.00,GBP,29/03/2019, FY 2018/2019 
DJC001,Kris Stevenson,United Kingdom,HP20 1NR,51.82,-0.79,DJC Electrical Contractors Ltd,Current Customer,Buckinghamshire,Sunfire,SUN-XTATM265,1,542.00,405.00,137.00,GBP,29/03/2019, FY 2018/2019 
WES002,Kris Stevenson,United Kingdom,PL9 7HJ,50.37,-4.11,Edmundson Electrical Limited,Current Customer,Devon,Xantech,XAN-282D10P,6,424.42,34.94,214.77,GBP,29/03/2019, FY 2018/2019 
WES002,Kris Stevenson,United Kingdom,PL9 7HJ,50.37,-4.11,Edmundson Electrical Limited,Current Customer,Devon,Xantech,XAN-78944,30,774.00,18.08,231.59,GBP,29/03/2019, FY 2018/2019 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Elan,ELA-G-S1616A240,1,1367.70,958.33,409.37,GBP,29/03/2019, FY 2018/2019 
AKE001,Craig Dunlop,United Kingdom,BT45 5TS,54.76,-6.6,IControl Building Ltd,Current Customer,Northern Ireland,Sonos,SON-AMP,2,879.90,389.35,101.20,GBP,29/03/2019, FY 2018/2019 
CMC01,Craig Dunlop,United Kingdom,BT22 1ND,54.39,-5.53,INit Intelligent Homes,Current Customer,Northern Ireland,Sonos,SON-AMP,4,1759.80,389.35,202.40,GBP,29/03/2019, FY 2018/2019 
LIM001,Danielle Campbell,United Kingdom,SS7 5HB,51.55,0.56,Limitless Controls Ltd,Current Customer,Essex,Elan,ELA-G-GSC10,1,959.98,716.66,243.32,GBP,29/03/2019, FY 2018/2019 
LIM001,Danielle Campbell,United Kingdom,SS7 5HB,51.55,0.56,Limitless Controls Ltd,Current Customer,Essex,Elan,ELA-G-GVSL,1,291.04,204.00,87.04,GBP,29/03/2019, FY 2018/2019 
SOU011,Danielle Campbell,United Kingdom,TR6 0BY,50.35,-5.15,Southwest Smart Homes Limited,Current Customer,Cornwall,Krix,KRI-GP2-BV,1,384.94,217.58,167.36,GBP,29/03/2019, FY 2018/2019 
SOU011,Danielle Campbell,United Kingdom,TR6 0BY,50.35,-5.15,Southwest Smart Homes Limited,Current Customer,Cornwall,Krix,KRI-HAS-W,4,795.80,95.15,415.19,GBP,29/03/2019, FY 2018/2019 
SOU011,Danielle Campbell,United Kingdom,TR6 0BY,50.35,-5.15,Southwest Smart Homes Limited,Current Customer,Cornwall,Krix,KRI-PH2-BV,1,1030.44,582.42,448.02,GBP,29/03/2019, FY 2018/2019 
SOU011,Danielle Campbell,United Kingdom,TR6 0BY,50.35,-5.15,Southwest Smart Homes Limited,Current Customer,Cornwall,Krix,KRI-S3M6-BV,1,790.74,378.18,412.56,GBP,29/03/2019, FY 2018/2019 
ALL001,Danielle Campbell,United Kingdom,BN3 7EU,50.84,-0.19,AllTrade Aerial & Satellite Limited,Current Customer,Sussex,Niles,NIL-CM-7FX,1,125.99,94.20,31.79,GBP,28/03/2019, FY 2018/2019 
BES001,Dan Goudy,United Kingdom,BN1 3TB,50.83,-0.15,Bespoke Sound and Vision,Current Customer,Sussex,Elan,ELA-G-GSC2,1,649.99,383.33,266.66,GBP,28/03/2019, FY 2018/2019 
INS004,Craig Dunlop,United Kingdom,BT40 3JS,54.84,-5.86,Inspired AV,Current Customer,Northern Ireland,Niles,NIL-MRC-6430,1,826.58,412.00,414.58,GBP,28/03/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Rako,RAK-RLM-030-SS,3,71.40,17.00,20.40,GBP,28/03/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Rako,RAK-RLM-070-SS,8,190.40,18.00,46.40,GBP,28/03/2019, FY 2018/2019 
SMA020,Danielle Campbell,United Kingdom,HP21 8XA,51.8,-0.82,Smart-core T/a App-able Ltd,Current Customer,Buckinghamshire,Demo gear,DEMO-GSC2,1,429.30,327.08,102.22,GBP,28/03/2019, FY 2018/2019 
SMA020,Danielle Campbell,United Kingdom,HP21 8XA,51.8,-0.82,Smart-core T/a App-able Ltd,Current Customer,Buckinghamshire,Demo gear,DEMO-SC1,1,48.13,36.67,11.46,GBP,28/03/2019, FY 2018/2019 
ALL001,Danielle Campbell,United Kingdom,BN3 7EU,50.84,-0.19,AllTrade Aerial & Satellite Limited,Current Customer,Sussex,Niles,NIL-CM-7SI,1,57.35,40.20,17.15,GBP,27/03/2019, FY 2018/2019 
PUR001,Craig Dunlop,United Kingdom,SG18 8BT,52.08,-0.26,Purple Planet IT,Current Customer,Hertfordshire,Elan,ELA-G-IRL2,1,235.40,132.00,103.40,GBP,27/03/2019, FY 2018/2019 
AVI003,Craig Dunlop,United Kingdom,SL6 9NZ,51.56,-0.75,AVINU,Current Customer,Berkshire,Xantech,XAN-MX44-4K-KIT,1,871.80,629.63,242.17,GBP,26/03/2019, FY 2018/2019 
BEN001,Craig Dunlop,United Kingdom,S36 9AB,53.53,-1.67,Ben Addison Ltd,Current Customer,Yorkshire,Xantech,XAN-DL85K,1,131.08,73.50,57.58,GBP,26/03/2019, FY 2018/2019 
COM006,Dan Goudy,United Kingdom,NW1 3ER,51.53,-0.14,Communitec,Current Customer,Greater London,Furman,FUR-BATT1500-EXT,1,176.85,357.00,-180.15,GBP,26/03/2019, FY 2018/2019 
COM006,Dan Goudy,United Kingdom,NW1 3ER,51.53,-0.14,Communitec,Current Customer,Greater London,Furman,FUR-BLUEBOLT-CV2,1,129.72,92.00,37.72,GBP,26/03/2019, FY 2018/2019 
COM006,Dan Goudy,United Kingdom,NW1 3ER,51.53,-0.14,Communitec,Current Customer,Greater London,Furman,FUR-F1500-UPS-E,1,1111.61,623.33,488.28,GBP,26/03/2019, FY 2018/2019 
GRA002,Danielle Campbell,United Kingdom,PO63TH,50.84,-1.08,Grassy Creek LLC UK,Current Customer,Greater London,Sonos,SON-AMP,4,1751.40,389.35,194.00,GBP,26/03/2019, FY 2018/2019 
GRA002,Danielle Campbell,United Kingdom,PO63TH,50.84,-1.08,Grassy Creek LLC UK,Current Customer,Greater London,Sonos,SON-ONE-W,1,137.37,121.57,15.80,GBP,26/03/2019, FY 2018/2019 
LIN002,Craig Dunlop,United Kingdom,EC1V 4JL,51.52,-0.1,Link Media Systems Projects Ltd,Current Customer,Greater London,Sonos,SON-AMP,1,439.95,389.35,50.60,GBP,26/03/2019, FY 2018/2019 
LIN002,Craig Dunlop,United Kingdom,EC1V 4JL,51.52,-0.1,Link Media Systems Projects Ltd,Current Customer,Greater London,Sonos,SON-BEAM,1,306.21,270.99,35.22,GBP,26/03/2019, FY 2018/2019 
OPU001,Craig Dunlop,United Kingdom,S25 3QD,53.37,-1.22,Opus UK,Dead,Yorkshire,Xantech,XAN-DL85K,1,131.08,73.50,57.58,GBP,26/03/2019, FY 2018/2019 
KNX001,Danielle Campbell,United Kingdom,BH9 1NH,50.75,-1.87,KNX Integrations UK Ltd,Current Customer,Dorset,Furman,FUR-IEC2M,20,49.00,1.45,20.00,GBP,25/03/2019, FY 2018/2019 
CYB001,Danielle Campbell,United Kingdom,NR6 6JB,52.67,1.29,Cyber Select Ltd,Current Customer,Norfolk,Xantech,XAN-283D10P,2,176.84,34.94,106.96,GBP,22/03/2019, FY 2018/2019 
CHA002,Dan Goudy,United Kingdom,NR32 1DE,52.48,1.75,Charity & Taylor (Electrical Services) Ltd,Current Customer,Cornwall,Morpheus,MOR-MAV-CAP,1,1008.27,624.17,384.10,GBP,21/03/2019, FY 2018/2019 
CHA002,Dan Goudy,United Kingdom,NR32 1DE,52.48,1.75,Charity & Taylor (Electrical Services) Ltd,Current Customer,Cornwall,Xantech,XAN-282D,4,45.76,6.42,20.08,GBP,21/03/2019, FY 2018/2019 
CHA002,Dan Goudy,United Kingdom,NR32 1DE,52.48,1.75,Charity & Taylor (Electrical Services) Ltd,Current Customer,Cornwall,Xantech,XAN-HDMI-4,1,25.00,8.16,16.84,GBP,21/03/2019, FY 2018/2019 
CHA002,Dan Goudy,United Kingdom,NR32 1DE,52.48,1.75,Charity & Taylor (Electrical Services) Ltd,Current Customer,Cornwall,Xantech,XAN-HDMI-4,2,42.00,8.16,25.68,GBP,21/03/2019, FY 2018/2019 
COM005,Craig Dunlop,United Kingdom,CM22 6TL,51.87,0.27,Computer Doctor,Current Customer,Essex,Xantech,XAN-HDMI-0.7,4,36.36,4.59,18.00,GBP,21/03/2019, FY 2018/2019 
COM005,Craig Dunlop,United Kingdom,CM22 6TL,51.87,0.27,Computer Doctor,Current Customer,Essex,Xantech,XAN-HDMI-1.5,2,26.30,6.64,13.02,GBP,21/03/2019, FY 2018/2019 
COM005,Craig Dunlop,United Kingdom,CM22 6TL,51.87,0.27,Computer Doctor,Current Customer,Essex,Xantech,XAN-HDMI-2,2,29.42,13.99,1.44,GBP,21/03/2019, FY 2018/2019 
COM005,Craig Dunlop,United Kingdom,CM22 6TL,51.87,0.27,Computer Doctor,Current Customer,Essex,Xantech,XAN-HDMI-4,1,23.84,8.16,15.68,GBP,21/03/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Rako,RAK-RCM-030,2,177.80,63.50,50.80,GBP,21/03/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Rako,RAK-RCM-070,8,711.20,63.50,203.20,GBP,21/03/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Rako,RAK-RLM-030-BN,2,60.20,20.50,19.20,GBP,21/03/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Rako,RAK-RLM-070-BN,8,240.80,20.50,76.80,GBP,21/03/2019, FY 2018/2019 
INT002,Craig Dunlop,United Kingdom,DN10 4ND,53.42,-0.88,Intelligent AV and Electrical,Current Customer,Nottinghamshire,Rako,RAK-RTC-BRIDGE,1,305.20,218.00,87.20,GBP,21/03/2019, FY 2018/2019 
KNX001,Danielle Campbell,United Kingdom,BH9 1NH,50.75,-1.87,KNX Integrations UK Ltd,Current Customer,Dorset,Furman,FUR-BLUEBOLT-CV2,1,129.72,92.00,37.72,GBP,21/03/2019, FY 2018/2019 
KNX001,Danielle Campbell,United Kingdom,BH9 1NH,50.75,-1.87,KNX Integrations UK Ltd,Current Customer,Dorset,Furman,FUR-ELITE-16-PFE1,1,671.72,376.67,295.05,GBP,21/03/2019, FY 2018/2019 
KNX001,Danielle Campbell,United Kingdom,BH9 1NH,50.75,-1.87,KNX Integrations UK Ltd,Current Customer,Dorset,Furman,FUR-F1500-UPS-E,1,1111.61,623.33,488.28,GBP,21/03/2019, FY 2018/2019 
MAC001,Dan Goudy,United Kingdom,SW6 2PY,51.47,-0.18,Macrohat AV Limited,Current Customer,Greater London,Elan,ELA-G-GSC2,1,649.99,383.33,266.66,GBP,21/03/2019, FY 2018/2019 
MKS001,Danielle Campbell,United Kingdom,AL7 1TS,51.8,-0.19,MK Sound and Vision Ltd,Current Customer,Hertfordshire,Elan,ELA-G-EL-4KHDBT-RX-40-IR,8,666.56,62.49,166.64,GBP,21/03/2019, FY 2018/2019 
MKS001,Danielle Campbell,United Kingdom,AL7 1TS,51.8,-0.19,MK Sound and Vision Ltd,Current Customer,Hertfordshire,Elan,ELA-G-EL-4KPM-V88-A2416,1,2500.00,1666.67,833.33,GBP,21/03/2019, FY 2018/2019 
SIM001,Craig Dunlop,United Kingdom,TW11 9BQ,51.43,-0.33,Simply Sound & Vision,Prospect,Yorkshire,Xantech,XAN-HDMI-3-10PK,6,627.02,166.20,-370.18,GBP,21/03/2019, FY 2018/2019 
BEN001,Craig Dunlop,United Kingdom,S36 9AB,53.53,-1.67,Ben Addison Ltd,Current Customer,Yorkshire,Niles,NIL-CM-7BG,6,264.00,24.53,116.82,GBP,19/03/2019, FY 2018/2019 
CHA002,Dan Goudy,United Kingdom,NR32 1DE,52.48,1.75,Charity & Taylor (Electrical Services) Ltd,Current Customer,Cornwall,Yamaha,YAM-RXV685,4,1788.00,357.60,357.60,GBP,19/03/2019, FY 2018/2019 
CON007,Craig Dunlop,United Kingdom,DE21 5BL,52.99,-1.43,Concept Clarity AV,Current Customer,Derbyshire,Furman,FUR-AC-210A-E,1,154.56,86.67,67.89,GBP,19/03/2019, FY 2018/2019 
CON007,Craig Dunlop,United Kingdom,DE21 5BL,52.99,-1.43,Concept Clarity AV,Current Customer,Derbyshire,Xantech,XAN-283D10P,2,176.84,34.94,106.96,GBP,19/03/2019, FY 2018/2019 
DSJ001,Danielle Campbell,United Kingdom,IG3 8LB,51.56,0.1,DSJ HOMES,Current Customer,Essex,Krix,KRI-A20-W,2,427.68,136.36,154.96,GBP,19/03/2019, FY 2018/2019 
DSJ001,Danielle Campbell,United Kingdom,IG3 8LB,51.56,0.1,DSJ HOMES,Current Customer,Essex,Krix,KRI-ECL-W,2,225.06,89.70,45.65,GBP,19/03/2019, FY 2018/2019 
DSJ001,Danielle Campbell,United Kingdom,IG3 8LB,51.56,0.1,DSJ HOMES,Current Customer,Essex,Krix,KRI-SYM-W,3,660.73,184.24,108.00,GBP,19/03/2019, FY 2018/2019 
DSJ001,Danielle Campbell,United Kingdom,IG3 8LB,51.56,0.1,DSJ HOMES,Current Customer,Essex,Sunfire,SUN-HRS8-IW,1,224.70,210.00,14.70,GBP,19/03/2019, FY 2018/2019 
DSJ001,Danielle Campbell,United Kingdom,IG3 8LB,51.56,0.1,DSJ HOMES,Current Customer,Essex,Sunfire,SUN-HRS8-IW-AMP,1,359.52,336.00,23.52,GBP,19/03/2019, FY 2018/2019 
MDU001,Craig Dunlop,United Kingdom,B1 3DB,52.48,-1.91,MDU Lighting Limited,Current Customer,Straffordshire,Demo gear,DEMO-EL-HR10,1,157.50,120.00,37.50,GBP,19/03/2019, FY 2018/2019 
SYL001,Danielle Campbell,United Kingdom,WD18 7AT,51.66,-0.42,Sylvester AV Services LTD,Current Customer,Hertfordshire,Xantech,XAN-SM-4K18G,1,104.62,75.56,29.06,GBP,19/03/2019, FY 2018/2019 
WIL001,Kris Stevenson,United Kingdom,SK11 6HA,53.26,-2.13,Wild Copper Audio Visual LLP,Previous Customer,Cheshire,Sonos,SON-AMP,4,1751.24,389.35,193.84,GBP,19/03/2019, FY 2018/2019 
BIR001,Craig Dunlop,United Kingdom,BH21 3AH,50.78,-1.97,Birks Electrical Contractors,Current Customer,Dorset,Elan,ELA-G-VTSENSOR,1,32.10,18.00,14.10,GBP,18/03/2019, FY 2018/2019 
CHR002,Craig Dunlop,United Kingdom,YO26 5EE,53.96,-1.13,Christian Pote Electrical & AV LTD,Prospect,Yorkshire,Niles,NIL-CM-7BG,2,88.00,24.53,38.94,GBP,18/03/2019, FY 2018/2019 
ICU001,Craig Dunlop,United Kingdom,SS9 5XX,51.57,0.65,iCubed Home Cinema,Current Customer,Essex,Elan,ELA-G-GSC2,1,649.99,383.33,266.66,GBP,18/03/2019, FY 2018/2019 
REE002,Craig Dunlop,United Kingdom,OX10 7BB,51.66,-1.14,Reed Audio Visual,Current Customer,Oxfordshire,Demo gear,DEMO-EL-HR10,1,157.50,120.00,37.50,GBP,18/03/2019, FY 2018/2019 
